DATE,SUBSCRIBERS_GAINED,SUBSCRIBERS_LOST,VIEWS,WATCH_HOURS,LIKES,SHARES,COMMENTS,TOTAL_SUBSCRIBERS
2023-08-07,142,43,6347,675,420,83,39,97065
2023-08-08,170,35,7141,809,360,76,32,97200
2023-08-09,154,40,5880,691,490,80,34,97314
2023-08-10,157,39,6714,804,383,71,35,97432
2023-08-11,152,44,6899,769,409,70,36,97540
2023-08-12,163,45,10336,1164,606,66,45,97658
2023-08-13,146,30,8399,1266,631,81,40,97774
2023-08-14,165,44,7051,931,368,70,31,97895
2023-08-15,155,39,7444,845,413,90,47,98011
2023-08-16,139,30,6280,736,464,77,40,98120
2023-08-17,171,40,6165,763,359,59,32,98251
2023-08-18,150,40,6836,763,421,72,39,98361
2023-08-19,150,36,9394,1255,631,86,42,98475
2023-08-20,178,33,10852,1105,552,60,36,98620
2023-08-21,134,33,5861,903,318,79,39,98721
2023-08-22,144,44,6233,699,391,90,41,98821
2023-08-23,146,42,8377,677,444,68,31,98925
2023-08-24,135,42,5873,800,376,81,41,99018
2023-08-25,155,43,6325,662,406,67,39,99130
2023-08-26,149,41,10295,1312,568,72,40,99238
2023-08-27,163,43,9360,1197,499,83,40,99358
2023-08-28,148,45,6501,779,360,85,36,99461
2023-08-29,162,37,5834,766,370,77,34,99586
2023-08-30,160,43,6148,659,431,68,41,99703
2023-08-31,151,40,6405,894,337,78,43,99814
2023-09-01,188,41,6539,734,397,76,38,99961
2023-09-02,179,37,9950,1158,579,80,35,100103
2023-09-03,165,38,9917,1137,526,71,42,100230
2023-09-04,149,38,5725,709,407,77,38,100341
2023-09-05,167,35,6839,789,388,63,36,100473
2023-09-06,155,39,7249,804,389,86,38,100589
2023-09-07,143,41,6379,797,398,72,44,100691
2023-09-08,177,43,6382,752,394,89,41,100825
2023-09-09,165,38,10149,1116,555,68,34,100952
2023-09-10,164,40,7212,1407,534,92,36,101076
2023-09-11,128,34,6530,767,341,68,41,101170
2023-09-12,173,38,8325,754,402,87,38,101305
2023-09-13,158,39,6591,862,442,78,43,101424
2023-09-14,165,40,5653,862,365,69,40,101549
2023-09-15,168,37,6447,719,369,89,32,101680
2023-09-16,161,35,10090,1138,619,85,46,101806
2023-09-17,167,39,7882,1420,562,81,39,101934
2023-09-18,150,36,5328,766,381,84,44,102048
2023-09-19,146,38,5700,745,468,88,41,102156
2023-09-20,119,40,5819,667,421,89,38,102235
2023-09-21,157,41,6265,792,349,64,39,102351
2023-09-22,183,38,6269,845,485,64,42,102496
2023-09-23,162,32,10386,1119,661,69,43,102626
2023-09-24,164,36,8728,1249,424,80,39,102754
2023-09-25,169,32,6871,583,345,72,38,102891
2023-09-26,150,47,6254,822,435,82,39,102994
2023-09-27,150,40,6310,729,419,80,37,103104
2023-09-28,163,36,6041,779,321,75,41,103231
2023-09-29,129,36,7683,757,383,75,35,103324
2023-09-30,172,37,10057,1168,493,85,39,103459
2023-10-01,173,44,11301,1216,643,76,38,103588
2023-10-02,147,33,6263,794,337,80,47,103702
2023-10-03,166,44,6303,770,353,84,34,103824
2023-10-04,155,40,7146,821,318,77,33,103939
2023-10-05,160,40,6296,883,462,91,36,104059
2023-10-06,166,41,7009,946,373,75,36,104184
2023-10-07,139,42,10081,1203,627,91,37,104281
2023-10-08,139,44,9719,1111,648,79,39,104376
2023-10-09,144,35,6370,894,396,100,43,104485
2023-10-10,177,42,7197,922,345,72,33,104620
2023-10-11,170,40,6855,815,375,76,33,104750
2023-10-12,162,40,6007,824,407,86,39,104872
2023-10-13,160,41,7957,786,465,75,34,104991
2023-10-14,153,40,10795,1141,583,78,32,105104
2023-10-15,184,41,10034,1420,682,80,48,105247
2023-10-16,159,32,6911,749,403,76,34,105374
2023-10-17,155,46,6336,715,381,75,42,105483
2023-10-18,180,31,5810,848,397,89,33,105632
2023-10-19,167,36,4538,939,345,75,43,105763
2023-10-20,155,42,6122,703,432,91,36,105876
2023-10-21,170,37,9991,1126,552,84,42,106009
2023-10-22,164,46,9340,1149,535,85,37,106127
2023-10-23,175,40,5813,965,465,71,42,106262
2023-10-24,175,39,6041,792,479,79,43,106398
2023-10-25,172,38,7026,681,452,74,46,106532
2023-10-26,154,39,7514,853,367,70,33,106647
2023-10-27,175,41,7255,797,400,85,40,106781
2023-10-28,137,39,10975,1245,633,97,43,106879
2023-10-29,145,36,8444,1288,679,89,46,106988
2023-10-30,191,36,5856,699,463,80,37,107143
2023-10-31,191,40,7092,750,305,83,42,107294
2023-11-01,134,36,6199,807,439,86,34,107392
2023-11-02,156,46,6280,661,432,92,47,107502
2023-11-03,176,40,5699,798,400,80,48,107638
2023-11-04,161,48,9284,1221,561,82,43,107751
2023-11-05,140,38,11376,1096,586,84,43,107853
2023-11-06,165,43,6423,752,405,76,38,107975
2023-11-07,146,32,6388,679,419,81,38,108089
2023-11-08,174,44,7177,843,376,72,45,108219
2023-11-09,184,38,5949,785,496,73,40,108365
2023-11-10,146,36,7370,773,450,86,34,108475
2023-11-11,159,43,10320,1167,646,89,40,108591
2023-11-12,144,40,10335,1150,523,79,39,108695
2023-11-13,186,41,7022,705,415,77,37,108840
2023-11-14,163,36,7779,859,369,86,39,108967
2023-11-15,176,39,6924,703,382,80,47,109104
2023-11-16,160,42,7329,805,333,83,39,109222
2023-11-17,156,37,7338,869,500,74,40,109341
2023-11-18,162,37,8485,1339,604,67,37,109466
2023-11-19,150,42,11884,1191,573,93,40,109574
2023-11-20,142,40,6879,861,471,86,34,109676
2023-11-21,159,34,5187,774,377,87,44,109801
2023-11-22,178,37,6926,793,446,80,45,109942
2023-11-23,161,37,7361,897,364,70,36,110066
2023-11-24,143,40,6871,747,451,75,41,110169
2023-11-25,209,44,10802,1300,598,75,37,110334
2023-11-26,169,44,12019,1183,834,78,47,110459
2023-11-27,164,32,6088,828,379,83,37,110591
2023-11-28,153,46,7402,844,341,95,41,110698
2023-11-29,144,42,6224,919,518,89,35,110800
2023-11-30,125,42,8275,762,414,64,40,110883
2023-12-01,173,41,6261,845,413,75,37,111015
2023-12-02,124,42,12086,1260,711,80,40,111097
2023-12-03,188,35,9256,1146,522,77,36,111250
2023-12-04,175,48,35774,637,2300,425,230,111377
2023-12-05,209,38,7854,697,390,81,39,111548
2023-12-06,169,40,7195,763,352,80,44,111677
2023-12-07,160,45,6060,813,426,91,43,111792
2023-12-08,185,39,7866,840,320,85,37,111938
2023-12-09,194,40,9211,1222,708,80,45,112092
2023-12-10,182,45,11988,1314,573,82,45,112229
2023-12-11,142,31,7818,843,395,76,46,112340
2023-12-12,156,47,9756,721,405,85,40,112449
2023-12-13,162,41,8247,875,405,82,45,112570
2023-12-14,161,41,9263,822,304,73,49,112690
2023-12-15,183,37,7537,845,404,86,37,112836
2023-12-16,156,39,13634,1294,519,85,42,112953
2023-12-17,142,43,10548,1303,541,86,37,113052
2023-12-18,143,40,8290,755,431,80,40,113155
2023-12-19,161,38,7173,879,358,79,39,113278
2023-12-20,177,40,7189,807,369,86,33,113415
2023-12-21,129,41,9598,920,406,92,43,113503
2023-12-22,187,39,6680,842,358,86,32,113651
2023-12-23,167,45,10501,1191,577,84,47,113773
2023-12-24,177,39,11493,1222,747,76,46,113911
2023-12-25,205,50,7571,712,361,80,42,114066
2023-12-26,184,39,8033,822,387,73,36,114211
2023-12-27,169,41,8620,709,434,71,40,114339
2023-12-28,150,38,8597,776,410,84,45,114451
2023-12-29,154,46,8624,929,467,80,43,114559
2023-12-30,166,48,14098,1270,676,96,39,114677
2023-12-31,141,39,14060,1231,654,74,42,114779
2024-01-01,144,41,9063,849,357,65,37,114882
2024-01-02,155,46,8995,910,396,83,39,114991
2024-01-03,144,39,9535,900,476,108,44,115096
2024-01-04,149,43,9872,726,489,94,42,115202
2024-01-05,169,35,8651,732,342,81,44,115336
2024-01-06,169,45,13390,1164,660,81,36,115460
2024-01-07,163,35,13757,1305,621,77,43,115588
2024-01-08,121,35,9195,691,367,83,42,115674
2024-01-09,165,48,9539,867,370,93,38,115791
2024-01-10,164,43,8789,702,357,90,35,115912
2024-01-11,191,47,8977,746,520,85,43,116056
2024-01-12,178,39,9579,756,416,87,41,116195
2024-01-13,162,36,12983,1390,561,98,40,116321
2024-01-14,145,43,13263,1174,609,81,31,116423
2024-01-15,146,43,8761,905,426,78,40,116526
2024-01-16,163,40,10080,691,408,84,36,116649
2024-01-17,172,50,6608,917,437,91,54,116771
2024-01-18,151,37,10969,716,407,95,42,116885
2024-01-19,159,44,10739,966,415,86,37,117000
2024-01-20,164,37,12528,1399,669,79,42,117127
2024-01-21,175,52,12288,1465,607,86,43,117250
2024-01-22,173,46,9852,654,505,80,36,117377
2024-01-23,155,41,9397,859,437,85,44,117491
2024-01-24,139,45,9885,825,399,86,41,117585
2024-01-25,164,41,7986,894,422,96,46,117708
2024-01-26,199,49,9239,947,432,86,39,117858
2024-01-27,163,45,15598,1372,592,95,46,117976
2024-01-28,172,40,12138,1434,703,81,40,118108
2024-01-29,162,37,8384,831,359,86,44,118233
2024-01-30,180,43,9572,834,398,114,36,118370
2024-01-31,151,42,8858,958,455,73,39,118479
2024-02-01,199,37,10188,774,374,85,33,118641
2024-02-02,171,42,10002,947,472,96,37,118770
2024-02-03,175,45,15178,1197,642,87,41,118900
2024-02-04,162,38,13725,1420,799,81,42,119024
2024-02-05,176,39,9907,932,413,85,40,119161
2024-02-06,174,38,9456,895,469,88,41,119297
2024-02-07,177,39,9046,945,426,88,40,119435
2024-02-08,169,36,9126,978,444,87,37,119568
2024-02-09,165,48,9942,883,424,88,40,119685
2024-02-10,179,42,14529,1180,552,63,35,119822
2024-02-11,154,44,14120,1198,696,71,38,119932
2024-02-12,185,42,7742,793,541,89,47,120075
2024-02-13,131,44,7379,946,392,85,42,120162
2024-02-14,154,49,10642,572,385,103,41,120267
2024-02-15,173,44,10558,902,400,79,41,120396
2024-02-16,184,46,9713,842,485,61,48,120534
2024-02-17,158,40,14784,1252,592,92,41,120652
2024-02-18,180,42,16524,1036,726,77,46,120790
2024-02-19,190,39,11622,774,423,87,43,120941
2024-02-20,192,48,10286,927,437,93,44,121085
2024-02-21,173,42,10743,730,377,81,46,121216
2024-02-22,161,52,9279,784,443,99,49,121325
2024-02-23,180,47,9491,933,406,90,40,121458
2024-02-24,185,47,14481,1197,592,90,40,121596
2024-02-25,188,41,15516,1296,709,81,41,121743
2024-02-26,195,43,10620,901,433,86,45,121895
2024-02-27,187,39,10525,710,384,78,47,122043
2024-02-28,153,47,9245,815,400,98,48,122149
2024-02-29,154,46,10188,955,482,95,39,122257
2024-03-01,179,49,10259,844,451,88,44,122387
2024-03-02,184,39,14811,1314,562,85,45,122532
2024-03-03,178,40,17237,1234,661,108,41,122670
2024-03-04,140,37,10079,860,452,89,41,122773
2024-03-05,191,46,10574,723,420,83,34,122918
2024-03-06,151,36,10242,899,409,72,45,123033
2024-03-07,165,52,10358,866,450,84,41,123146
2024-03-08,195,46,8283,873,459,75,41,123295
2024-03-09,155,44,16343,1603,625,76,45,123406
2024-03-10,214,45,16531,1195,750,79,41,123575
2024-03-11,168,43,10282,770,515,82,35,123700
2024-03-12,167,43,10719,887,510,83,36,123824
2024-03-13,179,47,10838,1013,464,76,45,123956
2024-03-14,188,37,9368,754,416,108,53,124107
2024-03-15,167,49,9982,850,431,68,50,124225
2024-03-16,167,45,15365,1341,555,88,41,124347
2024-03-17,174,45,17042,1480,660,79,46,124476
2024-03-18,170,44,10059,896,416,93,48,124602
2024-03-19,181,36,10549,887,470,75,40,124747
2024-03-20,196,42,9446,925,391,85,43,124901
2024-03-21,154,45,10104,811,409,77,47,125010
2024-03-22,167,49,11028,1034,421,75,38,125128
2024-03-23,190,47,14640,1356,487,86,51,125271
2024-03-24,145,37,15466,1375,592,83,46,125379
2024-03-25,191,47,11322,861,389,83,50,125523
2024-03-26,171,49,11042,679,449,85,36,125645
2024-03-27,166,44,10601,743,440,91,38,125767
2024-03-28,198,38,12404,846,436,77,45,125927
2024-03-29,202,50,11070,799,472,84,39,126079
2024-03-30,206,46,14053,1405,625,85,37,126239
2024-03-31,175,53,15815,1359,585,91,45,126361
2024-04-01,166,51,11927,902,480,80,52,126476
2024-04-02,168,43,9680,908,464,69,45,126601
2024-04-03,172,44,10201,1023,425,70,42,126729
2024-04-04,197,52,9790,805,459,87,40,126874
2024-04-05,149,44,9860,790,379,90,49,126979
2024-04-06,175,41,11701,1293,726,93,42,127113
2024-04-07,174,41,15637,1291,802,73,42,127246
2024-04-08,161,43,8717,809,476,84,39,127364
2024-04-09,172,37,10188,782,398,90,43,127499
2024-04-10,187,42,10942,912,434,69,43,127644
2024-04-11,143,40,11023,830,457,95,48,127747
2024-04-12,184,45,11793,815,402,100,35,127886
2024-04-13,137,43,17462,1177,636,78,49,127980
2024-04-14,182,40,16493,1411,735,94,42,128122
2024-04-15,176,45,11610,739,461,72,48,128253
2024-04-16,174,42,10392,911,432,99,46,128385
2024-04-17,181,49,8889,908,451,82,39,128517
2024-04-18,182,42,9891,932,486,98,44,128657
2024-04-19,163,41,11643,850,437,80,42,128779
2024-04-20,164,54,16842,1164,703,97,45,128889
2024-04-21,176,44,13664,1461,670,88,40,129021
2024-04-22,187,42,9605,876,415,86,41,129166
2024-04-23,213,51,11766,843,489,92,47,129328
2024-04-24,169,38,12361,918,419,86,44,129459
2024-04-25,183,47,12096,1028,518,76,42,129595
2024-04-26,175,46,8416,842,404,91,43,129724
2024-04-27,172,44,14686,1308,729,86,40,129852
2024-04-28,182,37,15686,1332,750,84,48,129997
2024-04-29,143,45,9716,855,485,91,38,130095
2024-04-30,171,49,10387,674,394,87,48,130217
2024-05-01,176,54,10523,727,394,93,43,130339
2024-05-02,171,48,9820,816,439,76,43,130462
2024-05-03,169,45,48128,875,2335,470,240,130586
2024-05-04,197,49,17055,1182,724,110,44,130734
2024-05-05,189,50,15816,1275,736,92,43,130873
2024-05-06,153,35,11715,962,476,86,44,130991
2024-05-07,159,44,10960,804,423,93,49,131106
2024-05-08,163,48,8933,1030,390,80,37,131221
2024-05-09,180,42,10406,998,433,84,53,131359
2024-05-10,163,53,12151,914,483,96,48,131469
2024-05-11,169,41,14474,1408,561,84,36,131597
2024-05-12,140,37,14556,1374,741,85,42,131700
2024-05-13,173,49,9845,1107,442,93,46,131824
2024-05-14,163,39,8898,817,468,88,41,131948
2024-05-15,222,42,10860,1093,479,96,48,132128
2024-05-16,209,47,10671,767,451,95,42,132290
2024-05-17,176,42,9634,1044,445,91,41,132424
2024-05-18,176,46,19939,1557,762,85,49,132554
2024-05-19,189,44,14033,1243,685,94,43,132699
2024-05-20,216,43,10156,816,467,96,46,132872
2024-05-21,187,44,10196,1015,443,103,40,133015
2024-05-22,172,47,50524,874,2270,530,255,133140
2024-05-23,157,46,10076,882,509,82,47,133251
2024-05-24,172,49,10173,886,512,98,48,133374
2024-05-25,210,39,16120,1209,732,82,35,133545
2024-05-26,171,45,14305,1482,679,74,46,133671
2024-05-27,174,47,10590,968,457,85,42,133798
2024-05-28,202,42,10984,974,397,78,39,133958
2024-05-29,194,44,10122,981,445,102,42,134108
2024-05-30,209,45,11279,755,435,91,43,134272
2024-05-31,201,49,10245,854,435,75,42,134424
2024-06-01,180,46,14189,1215,679,100,42,134558
2024-06-02,158,46,14437,1596,592,79,44,134670
2024-06-03,192,44,9484,758,409,90,35,134818
2024-06-04,164,44,10131,829,405,84,44,134938
2024-06-05,172,39,9283,754,395,101,39,135071
2024-06-06,175,55,8559,920,428,84,41,135191
2024-06-07,176,45,10230,945,439,92,49,135322
2024-06-08,185,38,16570,1236,735,102,48,135469
2024-06-09,195,43,15558,1417,595,96,44,135621
2024-06-10,209,46,8054,793,417,93,48,135784
2024-06-11,176,45,12632,904,398,106,49,135915
2024-06-12,177,49,9476,867,425,75,52,136043
2024-06-13,189,42,10830,862,413,81,42,136190
2024-06-14,174,44,9326,949,570,96,45,136320
2024-06-15,212,58,16224,1120,664,90,42,136474
2024-06-16,190,50,15438,1257,586,74,43,136614
2024-06-17,229,43,10308,967,532,84,50,136800
2024-06-18,185,42,10352,914,459,96,45,136943
2024-06-19,189,41,9122,836,466,74,46,137091
2024-06-20,182,46,7820,862,459,97,41,137227
2024-06-21,176,49,10421,976,337,78,47,137354
2024-06-22,191,44,12748,1264,649,82,48,137501
2024-06-23,190,45,13477,1456,507,87,53,137646
2024-06-24,226,39,8273,918,408,93,56,137833
2024-06-25,178,43,8294,885,462,105,43,137968
2024-06-26,181,43,10896,985,355,90,46,138106
2024-06-27,178,42,10643,820,454,84,42,138242
2024-06-28,174,41,7775,802,349,105,47,138375
2024-06-29,174,48,14530,1233,705,106,47,138501
2024-06-30,172,40,15618,1483,687,93,55,138633
2024-07-01,204,47,7231,756,509,97,37,138790
2024-07-02,184,50,10749,966,491,115,52,138924
2024-07-03,173,41,9566,855,522,101,43,139056
2024-07-04,172,47,9352,908,422,95,42,139181
2024-07-05,173,39,8831,966,461,78,42,139315
2024-07-06,215,45,12781,1419,666,69,41,139485
2024-07-07,164,38,13222,1249,720,78,55,139611
2024-07-08,209,47,8472,830,426,73,43,139773
2024-07-09,194,44,10941,848,411,92,46,139923
2024-07-10,204,51,9044,868,499,103,46,140076
2024-07-11,181,54,8623,932,484,97,43,140203
2024-07-12,170,41,9338,912,415,95,42,140332
2024-07-13,169,38,12543,1276,616,94,42,140463
2024-07-14,183,51,14554,1399,724,89,41,140595
2024-07-15,199,51,9734,880,513,71,52,140743
2024-07-16,209,45,11645,813,365,93,42,140907
2024-07-17,172,62,8697,958,513,93,40,141017
2024-07-18,187,39,8122,917,418,101,45,141165
2024-07-19,191,45,8469,943,509,88,45,141311
2024-07-20,161,45,15438,1245,804,88,44,141427
2024-07-21,199,45,10675,1168,667,103,53,141581
2024-07-22,209,48,8520,1011,551,89,49,141742
2024-07-23,188,46,7704,837,403,89,49,141884
2024-07-24,208,45,7550,971,481,97,43,142047
2024-07-25,157,54,8598,930,305,102,39,142150
2024-07-26,187,48,8668,1013,423,96,48,142289
2024-07-27,160,50,10425,1239,705,90,47,142399
2024-07-28,177,51,15185,1465,700,104,48,142525
2024-07-29,211,50,8786,902,574,77,51,142686
2024-07-30,212,49,8983,912,493,98,41,142849
2024-07-31,190,49,8660,822,473,99,40,142990
2024-08-01,182,52,7260,902,436,98,44,143120
2024-08-02,202,51,8852,851,535,103,57,143271
2024-08-03,198,43,13413,1270,826,84,54,143426
2024-08-04,180,45,12284,1419,763,97,52,143561
2024-08-05,182,51,8781,852,468,83,47,143692
2024-08-06,210,38,7217,998,467,93,49,143864
2024-08-07,182,47,9480,917,519,109,39,143999
2024-08-08,217,46,6943,1046,464,91,45,144170
2024-08-09,173,47,7522,909,458,104,43,144296
2024-08-10,214,47,11763,1458,730,87,49,144463
2024-08-11,205,45,10532,1347,663,99,51,144623
2024-08-12,200,44,7499,1030,466,82,49,144779
2024-08-13,187,47,8727,838,490,77,51,144919
2024-08-14,176,47,8117,942,509,81,46,145048
2024-08-15,175,48,7318,859,453,89,50,145175
2024-08-16,189,46,7644,836,418,99,40,145318
2024-08-17,163,43,12862,1521,718,95,43,145438
2024-08-18,179,45,12844,1422,673,106,45,145572
2024-08-19,219,43,8368,941,428,88,46,145748
2024-08-20,172,49,8343,937,413,103,54,145871
2024-08-21,184,48,7034,988,468,90,42,146007
2024-08-22,180,52,8412,798,475,85,58,146135
2024-08-23,145,49,7938,831,437,107,44,146231
2024-08-24,202,53,11065,1590,625,94,41,146380
2024-08-25,180,45,11657,1297,789,84,42,146515
2024-08-26,211,43,8915,1091,511,102,51,146683
2024-08-27,172,43,7882,1001,417,98,45,146812
2024-08-28,190,47,7710,908,445,99,48,146955
2024-08-29,193,45,6667,890,383,80,52,147103
2024-08-30,182,44,8016,862,392,102,46,147241
2024-08-31,224,45,11910,1326,721,100,49,147420
2024-09-01,200,46,12685,1455,699,80,48,147574
2024-09-02,200,40,8078,763,469,83,43,147734
2024-09-03,178,49,7928,826,425,106,44,147863
2024-09-04,208,40,7937,1021,432,88,53,148031
2024-09-05,183,44,7276,914,443,101,39,148170
2024-09-06,201,43,7365,1153,490,91,49,148328
2024-09-07,191,44,10814,1314,676,82,45,148475
2024-09-08,207,48,10850,1225,744,99,48,148634
2024-09-09,166,47,7693,839,441,114,48,148753
2024-09-10,217,44,7546,992,503,100,46,148926
2024-09-11,183,47,8394,931,477,88,54,149062
2024-09-12,209,45,8689,1062,529,106,38,149226
2024-09-13,153,45,8638,789,426,87,42,149334
2024-09-14,148,54,11695,1639,670,87,50,149428
2024-09-15,194,54,12417,1584,667,88,43,149568
2024-09-16,208,45,7712,774,480,88,42,149731
2024-09-17,203,43,7995,1023,412,102,46,149891
2024-09-18,210,41,7249,821,436,113,44,150060
2024-09-19,150,47,7594,952,420,101,43,150163
2024-09-20,186,38,7876,1090,554,89,47,150311
2024-09-21,188,54,11508,1392,642,108,51,150445
2024-09-22,199,37,11836,1617,709,102,51,150607
2024-09-23,203,47,7096,1006,531,85,39,150763
2024-09-24,191,46,7717,982,578,98,41,150908
2024-09-25,186,48,9015,871,533,88,52,151046
2024-09-26,193,50,8035,1101,505,75,45,151189
2024-09-27,170,47,6987,921,617,94,44,151312
2024-09-28,197,45,11043,1426,658,88,62,151464
2024-09-29,187,46,10890,1200,714,82,46,151605
2024-09-30,177,60,7800,1054,558,93,50,151722
2024-10-01,171,54,8684,975,508,92,49,151839
2024-10-02,184,45,7258,930,483,100,42,151978
2024-10-03,210,45,5851,1059,468,93,48,152143
2024-10-04,205,46,6805,874,533,78,53,152302
2024-10-05,160,53,11249,1573,720,89,45,152409
2024-10-06,175,44,13276,1570,708,101,49,152540
2024-10-07,160,40,7963,933,418,84,53,152660
2024-10-08,169,47,6862,880,533,92,42,152782
2024-10-09,204,55,7340,967,453,102,51,152931
2024-10-10,191,49,7261,935,441,94,52,153073
2024-10-11,211,49,7505,1046,405,95,51,153235
2024-10-12,189,42,10875,1378,670,68,50,153382
2024-10-13,193,46,12241,1483,774,94,47,153529
2024-10-14,205,48,6182,981,356,100,46,153686
2024-10-15,177,48,7947,1069,429,94,42,153815
2024-10-16,213,52,8449,942,452,91,51,153976
2024-10-17,188,52,8326,925,450,81,56,154112
2024-10-18,187,38,7663,1019,462,110,42,154261
2024-10-19,204,51,11103,1405,720,78,39,154414
2024-10-20,219,55,11367,1461,714,108,49,154578
2024-10-21,206,45,8902,962,466,96,48,154739
2024-10-22,165,55,9021,1068,432,102,57,154849
2024-10-23,189,54,6766,942,441,102,43,154984
2024-10-24,199,53,7834,1029,501,85,45,155130
2024-10-25,204,42,8514,1005,553,76,49,155292
2024-10-26,203,49,11454,1210,694,102,51,155446
2024-10-27,230,40,9867,1284,759,94,48,155636
2024-10-28,185,57,9966,917,550,110,47,155764
2024-10-29,163,51,7549,999,472,104,50,155876
2024-10-30,145,44,8435,939,470,81,44,155977
2024-10-31,157,51,7889,926,542,72,49,156083
2024-11-01,235,44,8109,996,506,77,49,156274
2024-11-02,217,38,10419,1510,664,92,44,156453
2024-11-03,183,43,12028,1423,669,99,44,156593
2024-11-04,175,44,8907,959,452,109,40,156724
2024-11-05,197,54,9468,994,516,101,49,156867
2024-11-06,199,46,8031,919,439,97,46,157020
2024-11-07,208,51,7706,876,518,85,49,157177
2024-11-08,216,51,7851,1058,436,100,49,157342
2024-11-09,178,48,11675,1654,802,109,48,157472
2024-11-10,238,49,14423,1462,729,98,51,157661
2024-11-11,211,52,8614,960,510,116,50,157820
2024-11-12,167,44,8863,854,469,105,42,157943
2024-11-13,196,47,8361,984,467,104,53,158092
2024-11-14,198,54,8716,947,423,92,44,158236
2024-11-15,204,55,9205,1028,553,107,42,158385
2024-11-16,176,51,11847,1395,666,85,46,158510
2024-11-17,186,54,12638,1312,771,97,52,158642
2024-11-18,190,45,7325,1021,417,89,42,158787
2024-11-19,197,49,7707,908,575,96,43,158935
2024-11-20,194,57,9492,986,502,107,49,159072
2024-11-21,225,47,9316,1004,411,123,58,159250
2024-11-22,198,48,9254,1159,482,100,52,159400
2024-11-23,206,58,12748,1506,777,106,57,159548
2024-11-24,190,46,13519,1308,753,101,62,159692
2024-11-25,196,52,9289,1099,474,97,44,159836
2024-11-26,205,43,9513,873,469,94,56,159998
2024-11-27,189,39,7704,873,541,102,41,160148
2024-11-28,189,50,9823,980,467,98,54,160287
2024-11-29,147,61,8202,746,502,92,48,160373
2024-11-30,186,50,13236,1656,775,87,48,160509
2024-12-01,202,49,11544,1351,579,98,41,160662
2024-12-02,209,39,10486,919,475,101,44,160832
2024-12-03,214,42,8384,1032,491,111,42,161004
2024-12-04,185,48,7779,902,621,98,47,161141
2024-12-05,193,52,9134,1089,464,90,57,161282
2024-12-06,217,55,9634,984,476,107,45,161444
2024-12-07,149,44,14615,1599,741,92,54,161549
2024-12-08,196,45,13394,1350,820,108,48,161700
2024-12-09,181,56,10365,986,530,120,47,161825
2024-12-10,195,54,10150,1007,491,86,47,161966
2024-12-11,210,48,8476,1100,509,106,50,162128
2024-12-12,218,51,7878,893,578,87,51,162295
2024-12-13,203,43,10139,887,469,89,44,162455
2024-12-14,209,52,14989,1561,669,86,59,162612
2024-12-15,196,52,16220,1315,801,93,56,162756
2024-12-16,185,43,9485,969,479,85,50,162898
2024-12-17,253,40,11262,876,535,124,42,163111
2024-12-18,221,55,9311,1065,422,93,48,163277
2024-12-19,232,59,8542,1218,537,96,42,163450
2024-12-20,197,46,9965,1134,508,90,47,163601
2024-12-21,234,45,15346,1461,775,80,45,163790
2024-12-22,187,43,12758,1551,696,97,52,163934
2024-12-23,219,59,10426,917,609,108,49,164094
2024-12-24,169,34,9895,880,550,87,54,164229
2024-12-25,224,47,9718,1011,454,93,45,164406
2024-12-26,182,43,9748,1163,571,97,47,164545
2024-12-27,222,53,9134,872,496,104,42,164714
2024-12-28,215,46,16657,1503,699,110,48,164883
2024-12-29,187,47,14795,1372,772,103,49,165023
2024-12-30,233,55,9276,909,494,91,50,165201
2024-12-31,236,50,10770,1128,491,110,46,165387
